element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
O,1,6107.96,0.10,6107.955+,0.005
Th,2,6108.303,0.003,6108.30244,0.00008
Pr,2,6108.41,0.10,6108.42+,0.05
V,1,6108.664,0.003,6108.6631,0.0008
Fe,1,6109.020,0.007,6109.0139,0.0005
Ni,1,6109.81,0.10,6109.807,0.010
Th,2,6110.102,0.005,6110.0988,0.0004
Ce,2,6110.43,0.10,6110.438+,0.005
Th,2,6110.613,0.005,6110.60956,0.00011
V,1,6111.900,0.005,6111.9132,0.0019
Sm,2,6112.35,0.10,,
Ba,1,6112.474,0.010,6112.475+,0.005
Ni,1,,,6112.762,0.010
Cd,1,6113.187,0.010,6113.187,0.019
V,1,6113.343,0.002,6113.3423,0.0009
Th,2,6114.52965,0.00011,6114.52957,0.00005
V,1,6114.7169,,6114.7169,0.0011
Th,2,6115.6559,0.0022,6115.65566,0.00009
Pr,2,6116.07,0.10,6116.07+,0.05
Cs,1,6118.21,0.02,6118.1807,0.0004
Ru,1,6118.46,0.10,6118.51+,0.05
V,1,6121.222,0.002,6121.2214,0.0006
Ni,1,,,6121.451,0.010
Fe,1,6121.9430,0.0011,6121.9397,0.0005
Th,2,6122.25074,0.00022,6122.25060,0.00009
Zr,1,6122.52,0.10,,
Ti,1,6122.693,0.004,6122.6961,0.0015
Na,2,6123.15,0.10,,
Zr,1,6123.60,0.10,,
Cr,1,6123.86,0.04,6123.8105,0.0023
Ca,1,6123.91,0.10,6123.912,0.010
Th,2,6124.032,0.005,6124.02458,0.00015
Cr,1,6124.18,0.04,6124.1315,0.0023
Th,2,6124.4424,0.0022,6124.44825,0.00023
Th,2,6126.370,0.005,6126.3634,0.0003
Zr,1,6126.54,0.10,,
Si,1,6126.716,0.010,,
Th,2,6127.4351,0.0005,6127.43455,0.00009
La,2,6127.79,0.10,6127.77+,0.05
Ti,1,6127.910,0.005,6127.9117,0.0015
Zr,1,6129.14,0.10,,
Cu,1,6129.43,0.14,6129.654,0.225
Fe,1,6129.6023,0.0011,6129.6020,0.0008
V,1,6130.028,0.010,6130.0175,0.0011
V,1,6130.285,0.005,6130.2712,0.0019
Ni,1,,,6130.670,0.010
Ba,1,6130.929,0.010,6130.929+,0.005
La,2,6131.26,0.10,6131.25+,0.05
Ni,1,,,6131.832,0.010
Mo,1,6132.315,0.010,6132.315+,0.005
Na,3,,,6133.23,0.11
Si,1,6133.271,0.010,,
Si,1,6133.547,0.010,,
Th,2,6133.6608,0.0008,6133.66169,0.00015
Ce,2,6133.70,0.10,6133.705+,0.005
Th,2,6133.916,0.003,6133.91654,0.00011
Ti,1,6134.478,0.005,6134.480,0.003
Nd,2,6135.17,0.10,6135.150+,0.005
Nd,2,6135.28,0.10,6135.282+,0.005
Ni,1,,,6135.660,0.010
Zr,1,6136.25,0.10,,
Th,2,6136.492,0.005,6136.49606,0.00015
Y,1,6136.698,0.010,6136.6974,0.0005
V,1,6136.766,0.002,6136.7663,0.0008
Th,2,6136.849,0.003,6136.8333,0.0005
V,1,6137.063,0.002,6137.0631,0.0008
Cr,1,6137.46,0.04,6137.422,0.007
Fe,1,6137.488,0.003,6137.4846,0.0005
Fe,1,6138.3133,0.0011,6138.3130,0.0005
Fe,1,6138.6928,0.0011,6138.6921,0.0005
Fe,1,6138.985,0.006,6138.9800,0.0008
Fe,1,6139.197,0.003,6139.1967,0.0005
Fe,1,6139.3900,0.0011,6139.3897,0.0005
Cr,1,6139.94,0.04,6139.934,0.015
Ti,1,6140.114,0.005,6140.1150,0.0019
Y,1,6140.1341,0.0010,6140.1338,0.0005
Th,2,6140.225,0.005,6140.21641,0.00023
Th,2,6140.3455,0.0004,6140.34540,0.00011
Fe,1,6141.566,0.006,6141.5596,0.0005
Zr,1,6142.16,0.10,,
O,1,,,6142.281,0.010
Pr,2,6143.21,0.10,6143.24+,0.05
Cr,1,6143.41,0.04,6143.392,0.004
Fe,1,6143.4314,0.0011,6143.4303,0.0005
Si,1,6144.187,0.010,,
Zr,1,6144.90,0.10,,
Ce,2,6145.06,0.10,6145.076+,0.005
Th,2,6146.266,0.003,6146.2626,0.0009
Si,1,6146.716,0.010,,
Th,2,6146.9841,0.0005,6146.98356,0.00007
Ti,1,6147.334,0.005,6147.3386,0.0015
Ti,1,6147.908,0.005,6147.9078,0.0015
Th,2,6147.973,0.005,6147.97121,0.00023
La,2,6148.23,0.10,6148.22+,0.05
Th,2,6149.155,0.005,6149.16815,0.00019
Ti,1,6149.459,0.005,6149.4621,0.0015
Fe,1,6149.5357,0.0011,6149.5354,0.0005
Pr,2,6149.94,0.10,6149.94+,0.05
Th,2,6150.490,0.003,6150.4803,0.0007
Ti,1,6150.872,0.005,6150.8729,0.0019
Sn,1,6151.3054,0.0023,6151.3058,0.0014
Ti,1,6151.427,0.005,6151.4265,0.0015
V,1,6151.855,0.002,6151.8545,0.0015
Cs,1,6152.08,0.02,6152.0867,0.0004
Ti,1,6152.336,0.005,6152.3374,0.0019
V,1,6153.196,0.005,6153.2104,0.0015
Fe,1,6153.3202,0.0011,6153.3194,0.0005
Cr,1,6153.783,0.013,6153.7822,0.0015
V,1,6154.07,0.05,6154.1469,0.0015
Yb,2,6154.27,0.10,,
Cr,1,6154.41,0.06,6154.3576,0.0003
Cr,1,6154.41,0.06,6154.3847,0.0023
Cs,1,6154.9410,0.0005,6154.93271,0.00009
Th,2,6155.822,0.005,6155.8373,0.0003
Na,1,6155.9285,0.0005,6155.9287,0.0008
Sn,1,6156.1487,0.0015,6156.1495,0.0017
Cr,1,6156.156,0.004,6156.1464,0.0015
Si,1,6156.837,0.010,,
Zr,1,6157.31,0.10,,
O,1,,,6157.665,0.010
O,1,6157.68,0.10,6157.674,0.010
O,1,,,6157.693,0.010
Ca,1,,,6157.727,0.010
O,1,,,6158.441,0.010
O,1,,,6158.459,0.010
O,1,6158.47,0.10,6158.482,0.010
Ti,1,6159.047,0.005,6159.0527,0.0015
Zr,1,6159.41,0.10,,
Fe,1,6159.4321,0.0011,6159.4317,0.0005
V,1,6159.46,0.02,6159.4920,0.0007
Pr,2,6159.52,0.10,6159.51+,0.05
Nd,2,6159.53,0.10,6159.526+,0.005
O,1,,,6159.854,0.010
O,1,,,6159.876,0.010
O,1,6159.88,0.10,6159.892,0.010
Sr,1,6160.655,0.005,6160.647,0.003
Ti,1,6160.665,0.005,6160.6653,0.0015
Th,2,6160.764,0.003,6160.7544,0.0003
Pr,2,6160.80,0.10,6160.83+,0.05
Fe,1,6161.082,0.003,6161.0776,0.0005
Cr,1,6161.129,0.013,6161.1329,0.0003
Th,2,6161.545,0.005,6161.54602,0.00023
Lu,2,6161.64,0.10,,
Na,8,,,6160,50
Zr,1,6161.90,0.10,,
Na,1,6162.4519,0.0005,6162.4520,0.0008
Pr,2,6162.89,0.10,6162.88+,0.05
Ca,1,6163.00,0.10,6163.002,0.010
Ca,1,6163.88,0.10,6163.878,0.010
Th,2,6164.955,0.005,6164.95766,0.00015
Fe,1,6165.2498,0.0011,6165.2490,0.0005
Ca,1,6165.47,0.10,6165.460,0.010
Fe,1,6167.0660,0.0011,6167.0657,0.0005
Cu,1,6167.4,0.5,6167.489,0.095
Pr,2,6167.65,0.10,6167.60+,0.05
Ca,1,6168.15,0.10,6168.146,0.010
Nd,2,6168.38,0.10,6168.358+,0.005
Th,2,6168.766,0.005,6168.7690,0.0005
Cr,1,6169.92,0.08,6169.930,0.019
Th,2,6170.287,0.005,6170.2983,0.0003
Ca,1,6170.77,0.10,6170.749,0.010
Ca,1,6171.27,0.10,6171.270,0.010
Fe,1,6171.304,0.003,6171.3047,0.0005
Er,2,6171.77,0.10,,
V,1,6172.064,0.002,6172.0646,0.0011
Nd,2,6172.194,0.010,6172.188+,0.005
Fe,1,6172.2142,0.0011,6172.2131,0.0005
Th,2,6172.579,0.003,6172.5717,0.0006
Cr,1,6173.27,0.04,6173.239,0.004
Sn,1,6173.3058,0.0019,6173.3056,0.0017
Cr,1,6173.748,0.003,6173.7473,0.0011
Th,2,6173.752,0.005,6173.76064,0.00009
La,2,6174.44,0.10,6174.43+,0.05
S,1,6174.48,0.10,6174.48,0.10
Eu,2,6174.76,0.10,,
Fe,1,6175.0435,0.0011,6175.0423,0.0005
S,1,6175.32,0.10,6175.32,0.10
S,1,,,6175.40+,0.04
S,1,,,6175.86+,0.04
Ti,1,6176.460,0.005,6176.4600,0.0015
S,1,6176.68,0.10,6176.70,0.10
Na,2,6176.96,0.10,6177.07,0.19
Ni,1,,,6177.075,0.010
V,1,6177.286,0.004,6177.2883,0.0003
S,1,6177.53,0.10,6177.53,0.10
Ni,1,6178.52,0.10,6178.521,0.010
Th,2,6178.781,0.003,6178.7858,0.0011
Ni,1,,,6178.951,0.010
V,1,6179.1453,,6179.1453,0.0015
Th,2,6180.259,0.005,6180.26149,0.00023
Th,2,6180.595,0.005,6180.5970,0.0003
V,1,6180.62,,6180.6195,0.0007
Th,2,6181.5588,0.0006,6181.55905,0.00011
Th,2,6181.753,0.004,6181.76719,0.00011
Fe,1,6181.9139,0.0011,6181.9120,0.0005
Gd,2,6182.13,0.10,,
Tm,2,6183.12,0.10,,
V,1,6183.575,0.003,6183.5730,0.0006
Pr,2,6184.05,0.10,6184.05+,0.05
Er,2,6184.92,0.10,,
Nd,2,6185.618,0.010,6185.608+,0.005
Th,2,6186.101,0.005,6186.09933,0.00019
Th,2,6186.180,0.005,6186.17928,0.00015
Th,2,6186.4481,0.0004,6186.44772,0.00009
Fe,1,6187.409,0.003,6187.4086,0.0016
Ti,1,6187.850,0.005,6187.8523,0.0019
Ni,1,,,6188.423,0.010
Cr,1,6188.849,0.004,6188.848,0.004
Cs,1,6189.2563,0.0005,6189.24948,0.00010
Na,2,6189.37,0.10,,
Fe,1,6189.7022,0.0011,6189.7011,0.0005
Th,2,6189.7653,0.0007,6189.7636,0.0005
La,2,6189.80,0.10,6189.80+,0.05
V,1,6191.067,0.002,6191.0665,0.0011
Zr,1,6191.11,0.10,,
Th,2,6191.130,0.005,6191.13038,0.00015
V,1,6192.218,0.003,6192.2192,0.0009
Ni,1,6192.89,0.10,,
Fe,1,6193.271,0.008,6193.2704,0.0005
Fe,1,6193.271,0.008,6193.2789,0.0005
Y,1,6193.433,0.010,6193.432,0.004
Na,3,,,6194.27,0.11
Zr,1,6194.67,0.10,,
Ti,1,6195.104,0.005,6195.1059,0.0015
Cs,1,6195.3826,0.0005,6195.3786,0.0004
Th,2,6195.5701,0.0003,6195.57038,0.00006
Th,2,6195.692,0.005,6195.6991,0.0003
Ti,1,6195.764,0.005,6195.7638,0.0015
Th,2,6196.029,0.005,6196.03048,0.00012
Dy,2,6197.94,0.10,,
Th,2,6198.1110,0.0005,6198.11106,0.00012
Pr,2,6199.16,0.10,6199.17+,0.05
Mo,1,6199.367,0.010,6199.366+,0.005
Ni,1,,,6200.340,0.010
Th,2,6200.7775,0.0023,6200.77455,0.00019
V,1,6200.906,0.002,6200.9063,0.0015
Na,2,6200.98,0.10,6200.95,0.20
Ru,1,6201.14,0.10,6201.15+,0.05
Lu,2,6201.38,0.10,,
Fe,1,6202.0280,0.0012,6202.0277,0.0005
Ti,1,6202.033,0.005,6202.034,0.003
Th,2,6202.1481,0.0004,6202.14821,0.00008
Th,2,6202.267,0.005,6202.26808,0.00015
V,1,6202.36,0.03,6202.352,0.003
V,1,6202.36,0.03,6202.3847,0.0012
Ti,1,6202.463,0.005,6202.466,0.003
Pr,2,6202.53,0.10,6202.54+,0.05
Ti,1,6202.955,0.010,6202.961,0.003
Sn,1,6205.225,0.003,6205.2239,0.0019
La,2,6205.23,0.10,6205.22+,0.05
Sr,1,6205.617,0.005,6205.604,0.003
Th,2,6205.8446,0.0007,6205.84426,0.00012
Ni,1,,,6206.321,0.010
Th,2,6206.485,0.003,6206.48568,0.00015
Ti,1,6206.941,0.005,6206.9428,0.0015
Th,2,6206.9729,0.0007,6206.97349,0.00015
Pr,2,6207.35,0.10,6207.35+,0.05
Th,2,6208.537,0.005,6208.54225,0.00023
V,1,6209.010,0.004,6209.0074,0.0015
Th,2,6209.194,0.005,6209.20111,0.00019
Ti,1,6211.009,0.005,6211.0154,0.0019
Na,9,,,6220,50
Th,2,6213.326,0.005,6213.3257,0.0003
Th,2,6213.382,0.005,6213.38275,0.00015
Ti,1,6213.930,0.005,6213.9297,0.0019
Ti,1,6214.458,0.005,6214.4599,0.0023
Zr,1,6214.77,0.10,,
Cs,1,6214.8187,0.0005,6214.81904,0.00019
Fe,1,6215.1489,0.0012,6215.1482,0.0005
Th,2,6215.3738,0.0023,6215.37449,0.00009
V,1,6215.584,0.002,6215.5835,0.0012
Ti,1,6216.213,0.005,6216.2122,0.0023
Zr,1,6216.41,0.10,,
V,1,6216.467,0.004,6216.4703,0.0009
Fe,1,6216.8629,0.0012,6216.8626,0.0005
Ti,1,6216.950,0.005,6216.9526,0.0015
V,1,6218.084,0.002,6218.0841,0.0012
Cs,1,6219.3188,0.0005,6219.31820,0.00019
Mo,1,6219.615,0.010,6219.614+,0.005
V,1,6220.019,0.003,6220.0211,0.0006
Fe,1,6221.0012,0.0012,6221.0008,0.0005
Cr,1,6221.24,0.04,6221.230,0.019
V,1,6221.574,0.003,6221.5744,0.0007
Ti,1,6222.193,0.005,6222.1957,0.0015
Fe,1,6222.504,0.006,6222.5004,0.0005
Cu,1,6222.83,0.14,6222.91,0.12
V,1,6222.939,0.003,6222.9411,0.0006
Ti,1,6223.017,0.005,6223.0178,0.0015
Ti,1,6223.151,0.005,6223.154,0.003
Th,2,6223.2999,0.0008,6223.2998,0.0003
Lu,2,6223.59,0.10,6223.61+,0.05
Y,1,6224.299,0.010,6224.300,0.004
Th,2,6225.2419,0.0007,6225.24130,0.00016
Cu,1,6225.38,0.06,6225.41,0.04
Cr,1,6225.43,0.04,6225.3858,0.0016
Ni,1,,,6225.706,0.010
V,1,6226.226,0.002,6226.2263,0.0012
Cr,1,6226.63,0.04,6226.5997,0.0009
Ru,1,6226.92,0.10,6226.93+,0.05
Fe,1,6227.972,0.006,6227.9724,0.0005
Th,2,6228.3500,0.0008,6228.35075,0.00009
Fe,1,6228.459,0.006,6228.4565,0.0005
Th,2,6228.658,0.003,6228.65764,0.00009
Lu,2,6229.86,0.10,,
Fe,1,6230.951,0.003,6230.9489,0.0005
Ni,1,,,6231.812,0.010
V,1,6232.178,0.003,6232.1768,0.0008
Fe,1,6232.4463,0.0012,6232.4455,0.0005
V,1,6232.522,0.002,6232.5217,0.0012
Th,2,6232.8465,0.0007,6232.84691,0.00008
Fe,1,,,6232.9843,0.0005
Cs,1,6233.0728,0.0005,6233.06921,0.00010
Th,2,6233.1047,0.0006,6233.10522,0.00012
Na,2,6233.94,0.10,,
Ce,2,6234.17,0.10,6234.172+,0.005
Fe,1,6234.3650,0.0012,6234.3642,0.0005
Th,2,6234.6988,0.0004,6234.69885,0.00012
V,1,6234.741,0.003,6234.7428,0.0006
V,1,6234.919,0.002,6234.9197,0.0016
Cu,1,6235.51,0.14,6235.55,0.05
Th,2,6236.022,0.003,6236.02342,0.00019
Na,2,6236.40,0.10,6236.39,0.20
Th,2,6237.080,0.003,6237.07816,0.00007
Lu,2,6237.08,0.10,,
Th,2,6237.518,0.005,6237.52522,0.00016
V,1,6237.985,0.003,6237.9825,0.0012
Si,1,6239.045,0.010,,
Zn,1,6239.622,0.003,6239.6223,0.0012
Th,2,6239.970,0.005,6239.97753,0.00019
V,1,6239.974,0.003,6239.9712,0.0012
Si,1,6240.013,0.010,,
Nd,2,6240.225,0.010,6240.226+,0.006
Th,2,6240.696,0.005,6240.70261,0.00012
Th,2,6240.8077,0.0023,6240.80897,0.00016
Zn,1,6240.895,0.003,6240.8949,0.0012
Th,2,6241.269,0.005,6241.2706,0.0005
V,1,6241.865,0.002,6241.8649,0.0012
Fe,1,6242.036,0.006,6242.0359,0.0009
Fe,1,6242.3721,0.0012,6242.3722,0.0005
Ti,1,6242.690,0.005,6242.693,0.004
Th,2,6243.1427,0.0007,6243.14563,0.00009
Th,2,6243.421,0.005,6243.41882,0.00016
Lu,2,6244.07,0.10,,
V,1,6244.548,0.002,6244.5485,0.0016
Th,2,6244.830,0.005,6244.84511,0.00016
V,1,6244.834,0.002,6244.8344,0.0012
V,1,6245.283,0.002,6245.2793,0.0007
Si,1,6245.540,0.010,,
Pr,2,6246.08,0.10,6246.09+,0.06
Si,1,6246.195,0.010,,
Th,2,6246.7684,0.0005,6246.76828,0.00009
V,1,6246.946,0.003,6246.9460,0.0016
Th,2,6247.3460,0.0005,6247.34624,0.00009
Fe,1,6248.0463,0.0012,6248.0455,0.0006
Sm,2,6248.49,0.10,,
Th,2,6248.6577,0.0007,6248.65757,0.00009
Yb,2,6248.70,0.10,,
V,1,6249.27,0.04,6249.3286,0.0020
Th,2,6249.8471,0.0007,6249.84844,0.00012
Cr,1,6251.65,0.04,6251.6060,0.0023
Cs,1,6251.9438,0.0005,6251.9415,0.0004
V,1,6252.500,0.004,6252.5026,0.0012
Y,1,6252.78,0.10,,
V,1,6253.551,0.002,6253.5524,0.0012
Fe,1,6254.2845,0.0012,6254.2842,0.0006
Cr,1,6254.914,0.013,6254.9155,0.0012
Cu,1,6255.10,0.14,6255.11,0.04
Fe,1,6255.561,0.008,6255.5581,0.0006
Si,1,6255.918,0.010,,
Fe,1,6255.9881,0.0012,6255.9874,0.0006
Pr,2,6256.83,0.10,6256.83+,0.06
Th,2,6257.837,0.004,6257.84028,0.00016
Ni,1,6258.09,0.10,6258.086,0.010
Fe,1,6258.0917,0.0012,6258.0913,0.0006
Sm,2,6258.39,0.10,,
Th,2,6258.482,0.003,6258.4815,0.0003
O,1,6258.56,0.10,6258.563+,0.006
V,1,6258.631,0.002,6258.6310,0.0012
Th,2,6258.6596,0.0016,6258.65878,0.00012
Zr,1,6258.99,0.10,,
Ti,1,6259.533,0.005,6259.5337,0.0012
Ti,1,6259.830,0.005,6259.8326,0.0016
V,1,6260.302,0.002,6260.3021,0.0016
Th,2,6260.3380,0.0004,6260.33788,0.00009
Ti,1,6260.436,0.005,6260.4381,0.0016
Nd,2,6260.46,0.10,6260.447+,0.006
Na,2,6261.74,0.10,6262.00,0.20
Th,2,6262.79618,0.00012,6262.79596,0.00006
Ti,1,6262.828,0.005,6262.8306,0.0016
V,1,6262.964,0.002,6262.9632,0.0016
Cr,1,6263.020,0.004,6263.0215,0.0016
O,1,6263.28,0.10,6263.279+,0.006
La,2,6264.03,0.10,6264.02+,0.06
Pr,2,6264.28,0.10,6264.28+,0.06
Th,2,6264.537,0.005,6264.53352,0.00009
Mo,1,6266.00,0.10,6266.089+,0.006
Th,2,6266.047,0.003,6266.0550,0.0005
Pr,2,6266.27,0.10,6266.27+,0.06
Ti,1,6266.541,0.005,6266.5425,0.0016
Fe,1,6266.8664,0.0012,6266.8649,0.0006
Mo,1,6267.598,0.010,6267.597+,0.006
Ti,1,6267.742,0.005,6267.7432,0.0016
Th,2,6267.9069,0.0004,6267.90679,0.00012
V,1,6268.052,0.003,6268.0528,0.0012
Zr,1,6268.79,0.10,,
Sm,2,6269.01,0.10,,
V,1,6269.912,0.003,6269.9152,0.0020
V,1,6270.006,0.003,6270.0033,0.0020
Cu,1,6270.03,0.14,6270.06,0.06
Ag,1,6270.23,0.10,6270.2061,0.0020
Ti,1,6270.256,0.005,6270.2588,0.0016
Fe,1,6271.9589,0.0012,6271.9573,0.0006
Fe,1,6273.013,0.003,6273.0122,0.0006
V,1,6273.297,0.003,6273.298,0.005
Ni,1,,,6273.503,0.010
Sr,1,6273.777,0.007,6273.776,0.003
Ce,2,6273.78,0.10,6273.760+,0.006
Ni,1,,,6274.363,0.010
Ti,1,6275.121,0.005,6275.1228,0.0016
V,1,6275.421,0.003,6275.4288,0.0016
La,2,6275.50,0.10,6275.49+,0.06
Th,2,6275.85197,0.00007,6275.85200,0.00006
V,1,6276.387,0.002,6276.3879,0.0016
Pr,2,6276.40,0.10,6276.39+,0.06
Na,2,6276.48,0.10,6276.83,0.20
Yb,2,6276.52,0.10,,
Pr,2,6276.55,0.10,6276.55+,0.06
Th,2,6276.942,0.004,6276.9481,0.0004
Th,2,6278.9747,0.0004,6278.97468,0.00008
Nd,2,6279.03,0.10,6279.104+,0.006
Nd,2,6279.03,0.10,6279.009+,0.006
Ti,1,6279.228,0.005,6279.2326,0.0020
Pr,2,6280.42,0.10,6280.41+,0.06
Th,2,6280.9033,0.0003,6280.90350,0.00009
Na,6,,,6290,60
Na,7,,,6280,60
Na,7,,,6280,60
Na,7,,,6280,60
U,2,6281.92,0.10,,
Fe,1,6282.3549,0.0012,6282.3537,0.0006
Fe,1,6282.511,0.006,6282.5065,0.0009
V,1,6282.713,0.003,6282.7220,0.0005
Pr,2,6283.02,0.10,6283.01+,0.06
V,1,6284.06,0.04,6284.0671,0.0008
Ru,1,6286.23,0.10,6286.24+,0.06
V,1,6286.898,0.002,6286.8986,0.0012
Th,2,6287.0163,0.0003,6287.01637,0.00008
Cr,1,6288.61,0.04,6288.5708,0.0024
V,1,6288.635,0.003,6288.6374,0.0016
V,1,6289.202,0.003,6289.202,0.003
Cs,1,6290.3319,0.0005,6290.32748,0.00010
Th,2,6291.2277,0.0005,6291.22740,0.00016
Gd,2,6291.47,0.10,,
Mo,1,6292.464,0.010,6292.463+,0.006
Mo,1,6292.528,0.010,6292.528+,0.006
Fe,1,6292.7050,0.0012,6292.7047,0.0006
Fe,1,6292.810,0.006,6292.8056,0.0006
Sm,2,6293.56,0.10,,
V,1,6293.629,0.002,6293.6302,0.0016
V,1,6293.958,0.004,6293.9598,0.0005
V,1,6294.564,0.002,6294.5647,0.0012
Nd,2,6294.58,0.10,6294.556+,0.006
Nd,2,6294.58,0.10,6294.558+,0.006
Ti,1,6294.741,0.005,6294.7446,0.0016
Fe,1,6295.666,0.003,6295.6644,0.0006
V,1,6296.230,0.003,6296.2364,0.0016
Na,2,6296.40,0.10,,
Th,2,6296.8021,0.0024,6296.7970,0.0004
V,1,6296.843,0.003,6296.8406,0.0020
Ru,1,6296.96,0.10,6296.96+,0.06
V,1,6296.971,0.003,6296.9719,0.0020
Ti,1,6296.994,0.005,6296.9859,0.0012
Ti,1,6296.994,0.005,6297.0052,0.0016
V,1,6297.620,0.002,6297.6175,0.0007
Ti,1,6297.684,0.005,6297.6853,0.0020
La,2,6297.83,0.10,6297.82+,0.06
V,1,6298.231,0.002,6298.2323,0.0012
Ti,1,6298.385,0.005,6298.3870,0.0012
Ti,1,6298.602,0.010,6298.5921,0.0024
Fe,1,6299.5344,0.0012,6299.5340,0.0006
Ti,1,6299.815,0.005,6299.8150,0.0020
V,1,6300.209,0.004,6300.205,0.005
Tm,2,6301.20,0.10,,
Ce,2,6301.25,0.10,6301.224+,0.006
Zr,1,6301.40,0.10,,
O,1,,,6302.046,0.010
O,1,,,6302.046,0.010
V,1,6303.042,0.004,6303.041,0.003
Fe,1,6303.2435,0.0012,6303.2423,0.0006
Mo,1,6303.511,0.010,6303.511+,0.006
Th,2,6303.762,0.005,6303.7755,0.0008
V,1,6303.8419,,6303.8419,0.0012
Pr,2,6304.09,0.10,6304.10+,0.06
Fe,1,6304.2361,0.0012,6304.2361,0.0006
Ti,1,6305.098,0.005,6305.0979,0.0020
Eu,2,6305.15,0.10,,
Ti,1,6305.497,0.005,6305.4998,0.0016
Th,2,6305.9857,0.0004,6305.98598,0.00008
V,1,6306.029,0.003,6306.0303,0.0020
Zr,1,6306.08,0.10,,
Gd,2,6306.89,0.10,,
Pr,2,6306.97,0.10,6307.01+,0.06
Pr,2,6306.97,0.10,6306.98+,0.06
La,2,6307.20,0.10,6307.19+,0.06
V,1,6308.24,0.02,6308.2309,0.0007
Sm,2,6308.80,0.10,,
Cr,1,6308.81,0.04,6308.7910,0.0007
V,1,6309.560,0.002,6309.5623,0.0016
Fe,1,6309.598,0.003,6309.5985,0.0006
Yb,2,6309.89,0.10,,
Gd,2,6310.85,0.10,,
V,1,6311.442,0.003,6311.4435,0.0008
Na,3,,,6311.99,0.11
Sn,1,6312.3620,0.0018,6312.3622,0.0018
V,1,6312.446,0.003,6312.444,0.005
Na,2,6312.55,0.10,6312.53,0.20
La,2,6312.67,0.10,6312.66+,0.06
Ti,1,6313.026,0.005,6313.0296,0.0016
V,1,6313.222,0.003,6313.2230,0.0020
Fe,1,6313.2453,0.0012,6313.2445,0.0006
Ti,1,6313.980,0.005,6313.9815,0.0016
Ti,1,6314.126,0.005,6314.1255,0.0020
Fe,1,6314.516,0.006,6314.5110,0.0006
Zr,1,6314.77,0.10,,
Cr,1,6314.942,0.007,6314.9400,0.0007
Ni,1,6316.41,0.10,6316.405,0.010
Zr,1,6316.46,0.10,,
Fe,1,6317.0527,0.0012,6317.0520,0.0006
Fe,1,6317.1585,0.0012,6317.1577,0.0006
Cr,1,6317.555,0.014,6317.5539,0.0008
Fe,1,6317.5575,0.0012,6317.5572,0.0006
Ni,1,,,6318.321,0.010
Cr,1,6318.85,0.04,6318.8445,0.0008
V,1,6319.018,0.003,6319.021,0.003
Fe,1,6319.7642,0.0012,6319.7647,0.0006
Ti,1,6319.791,0.005,6319.7942,0.0016
Pr,2,6319.88,0.10,6319.86+,0.06
Mg,1,6320.463,0.010,6320.464,0.010
Mg,1,6320.983,0.010,6320.984,0.010
Mg,1,6321.241,0.010,6321.242,0.010
La,2,6322.14,0.10,6322.12+,0.06
Th,2,6322.9167,0.0020,6322.90758,0.00007
V,1,6322.933,0.003,6322.9355,0.0020
Zr,1,6323.10,0.10,,
Th,2,6323.379,0.004,6323.3764,0.0003
Ni,1,,,6323.914,0.010
Th,2,6323.955,0.003,6323.95857,0.00008
Th,2,6324.286,0.004,6324.2793,0.0008
Cr,1,6324.32,0.04,6324.2912,0.0008
Fe,1,6324.4335,0.0012,6324.4330,0.0006
O,1,,,6325.134,0.010
O,1,,,6325.162,0.010
Mo,1,6325.275,0.010,6325.276+,0.006
V,1,6325.496,0.003,6325.497,0.003
Th,2,6325.5908,0.0006,6325.59059,0.00010
V,1,6326.394,0.004,6326.4024,0.0007
Ti,1,6326.408,0.005,6326.413,0.004
O,1,,,6326.521,0.010
O,1,,,6326.549,0.010
O,1,,,6326.564,0.010
O,1,,,6326.585,0.010
O,1,,,6326.600,0.010
Ti,1,6326.911,0.005,6326.9122,0.0016
Cd,1,6326.9151,0.0010,6326.9179,0.0011
Cu,1,6327.20,0.06,6327.119,0.080
Cs,1,6327.9527,0.0005,6327.9490,0.0004
Na,3,,,6328.40,0.11
V,1,6328.588,0.002,6328.5852,0.0012
Cr,1,6329.20,0.04,6329.1904,0.0012
Sm,2,6329.22,0.10,,
Ni,1,,,6329.348,0.010
Th,2,6330.5107,0.0008,6330.50901,0.00012
Cr,1,6330.59,0.08,6330.4705,0.0008
Cd,1,6331.7636,0.0010,6331.7653,0.0011
Cr,1,6331.8415,0.0004,6331.8416,0.0003
Ru,1,6332.37,0.10,6332.36+,0.06
Fe,1,6332.5997,0.0012,6332.5981,0.0006
Si,1,6333.705,0.010,6333.707,0.010
Th,2,6334.2628,0.0006,6334.26305,0.00020
V,1,6335.378,0.003,6335.3747,0.0009
V,1,6336.833,0.003,6336.8300,0.0016
Fe,1,6337.0822,0.0012,6337.0814,0.0006
Ti,1,6337.848,0.005,6337.8513,0.0016
Ru,1,6337.87,0.10,6337.85+,0.06
Fe,1,6338.5761,0.0012,6338.5753,0.0006
Fe,1,6340.6298,0.0012,6340.6282,0.0006
Th,2,6340.659,0.003,6340.6657,0.0006
V,1,6340.835,0.002,6340.8344,0.0016
V,1,6341.888,0.003,6341.886,0.003
Zr,1,6342.11,0.10,,
Nd,2,6343.260,0.010,6343.246+,0.006
Ba,1,6343.433,0.010,6343.434+,0.006
