element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Mo,1,6054.809,0.010,6054.808+,0.005
Fe,1,6055.091,0.007,6055.0895,0.0008
Th,2,6055.160,0.005,6055.1600,0.0004
Fe,1,6055.401,0.006,6055.4016,0.0008
Fe,1,6056.0043,0.0011,6056.0043,0.0005
Ti,1,6057.067,0.004,6057.0684,0.0015
Fe,1,6057.2581,0.0011,6057.2530,0.0008
V,1,6058.143,0.003,6058.1420,0.0007
Th,2,6058.1813,0.0006,6058.18138,0.00011
Th,2,6058.273,0.005,6058.2727,0.0003
Th,2,6058.6123,0.0007,6058.61294,0.00015
Ti,1,6058.731,0.004,6058.7335,0.0015
Th,2,6059.535,0.005,6059.53852,0.00015
Th,2,6060.230,0.005,6060.23382,0.00022
Fe,1,6060.6239,0.0011,6060.6218,0.0005
Fe,1,6060.808,0.003,6060.8088,0.0005
Th,2,6061.486,0.005,6061.48980,0.00015
Th,2,6062.431,0.005,6062.43294,0.00019
Th,2,6062.614,0.005,6062.6157,0.0003
Cr,1,6062.674,0.002,6062.6731,0.0011
Zr,1,6062.84,0.10,,
Fe,1,6062.8480,0.0011,6062.8473,0.0005
Fe,1,6062.944,0.003,6062.9436,0.0008
Th,2,6063.068,0.005,6063.0692,0.0004
Ba,1,6063.114,0.010,6063.114+,0.005
Th,2,6063.355,0.005,6063.3586,0.0003
V,1,6063.3882,,6063.3882,0.0011
Ti,1,6064.623,0.004,6064.6260,0.0022
Fe,1,6065.482,0.007,6065.4814,0.0005
Fe,1,6065.482,0.007,6065.4848,0.0008
Fe,1,6065.800,0.003,6065.8002,0.0005
Th,2,6066.330,0.005,6066.3197,0.0004
Th,2,6066.4973,0.0006,6066.49676,0.00026
Th,2,6067.0803,0.0005,6067.08052,0.00011
La,2,6067.14,0.10,6067.12+,0.05
U,2,6067.22,0.10,,
V,1,6067.247,0.004,6067.2480,0.0015
Pr,2,6067.27,0.10,6067.24+,0.05
Tm,2,6067.78,0.10,,
Th,2,6068.043,0.005,6068.04779,0.00022
Cr,1,6068.47,0.04,6068.435,0.007
Sn,1,6069.117,0.003,6069.1169,0.0018
Ti,1,6069.271,0.004,6069.2699,0.0015
Th,2,6070.034,0.005,6070.03530,0.00015
Th,2,6070.892,0.005,6070.9007,0.0006
Th,2,6071.415,0.005,6071.42053,0.00015
Fe,1,6071.420,0.007,6071.4195,0.0008
Th,2,6073.10351,0.00018,6073.10364,0.00008
Sn,1,6073.266,0.004,6073.2652,0.0020
Th,2,6073.710,0.005,6073.71458,0.00026
Th,2,6076.196,0.003,6076.19658,0.00019
Er,2,6076.45,0.10,,
Th,2,6076.639,0.005,6076.64259,0.00022
Th,2,6077.3666,0.0018,6077.36435,0.00019
V,1,6077.376,0.005,6077.391,0.003
Fe,1,6078.4907,0.0011,6078.4907,0.0005
Th,2,6078.588,0.005,6078.5927,0.0003
Th,2,6078.9717,0.0007,6078.97170,0.00010
Fe,1,6079.0089,0.0011,6079.0074,0.0005
Mo,1,6079.564,0.010,6079.565+,0.005
Gd,2,6080.65,0.10,,
Mo,1,6081.27,0.10,6081.249+,0.005
V,1,6081.441,0.002,6081.4422,0.0006
Fe,1,6081.710,0.003,6081.7082,0.0005
Fe,1,6081.828,0.003,6081.8284,0.0005
S,1,,,6081.84+,0.04
Fe,1,6082.7102,0.0011,6082.7099,0.0005
S,1,,,6082.73+,0.04
V,1,6082.802,0.005,6082.7972,0.0015
S,1,,,6083.18+,0.04
Ba,1,6083.394,0.010,6083.394+,0.005
Fe,1,6083.663,0.003,6083.6601,0.0005
Ag,1,6083.78,0.10,6083.50,0.74
Ti,1,6085.225,0.004,6085.2261,0.0015
Th,2,6085.2554,0.0004,6085.25563,0.00009
Fe,1,6085.2587,0.0011,6085.2576,0.0005
Th,2,6085.430,0.005,6085.4351,0.0003
Th,2,6085.998,0.005,6086.00813,0.00022
Pr,2,6086.16,0.10,6086.18+,0.05
Ni,1,,,6086.282,0.010
Th,2,6087.2622,0.0003,6087.26226,0.00009
U,2,6087.34,0.10,,
Th,2,6087.387,0.005,6087.40255,0.00022
V,1,6087.493,0.003,6087.4957,0.0011
Pr,2,6087.52,0.10,6087.53+,0.05
Th,2,6087.576,0.005,6087.58621,0.00022
Cr,1,6087.74,0.04,6087.7577,0.0006
Fe,1,6087.878,0.007,6087.8819,0.0005
Y,1,6087.9344,0.0010,6087.9405,0.0005
V,1,6089.47,0.02,6089.4824,0.0015
Th,2,6090.1119,0.0008,6090.11379,0.00022
V,1,6090.209,0.002,6090.2084,0.0006
Pr,2,6090.38,0.10,6090.38+,0.05
V,1,6090.52,0.02,6090.5379,0.0011
Th,2,6090.816,0.005,6090.81108,0.00008
Ti,1,6091.169,0.004,6091.1710,0.0022
Fe,1,6091.720,0.003,6091.7188,0.0005
Ti,1,6092.790,0.004,6092.7918,0.0019
Pr,2,6093.09,0.10,6093.06+,0.05
Fe,1,6093.6440,0.0011,6093.6422,0.0005
V,1,6093.875,0.005,6093.8777,0.0019
Fe,1,6094.3732,0.0011,6094.3725,0.0005
Fe,1,6096.6649,0.0011,6096.6638,0.0005
Fe,1,6097.081,0.003,6097.0810,0.0005
Th,2,6097.1945,0.0006,6097.19336,0.00012
V,1,6097.458,0.004,6097.4625,0.0011
Fe,1,6098.2443,0.0011,6098.2433,0.0005
Ce,2,6098.34,0.10,6098.326+,0.005
Cr,1,6098.39,0.04,6098.3999,0.0015
Ti,1,6098.657,0.004,6098.6581,0.0019
Th,2,6099.08329,0.00015,6099.08322,0.00009
Cd,1,6099.1421,0.0010,6099.142,0.006
Cr,1,6099.54,0.04,6099.595,0.011
Th,2,6099.804,0.005,6099.8078,0.0003
Fe,1,6100.2713,0.0011,6100.2705,0.0005
La,2,6100.38,0.10,6100.37+,0.05
Th,2,6100.578,0.005,6100.58480,0.00023
Mo,1,6101.869,0.010,6101.868+,0.005
Fe,1,6102.177,0.007,6102.1666,0.0005
Fe,1,6102.177,0.007,6102.1710,0.0019
Ca,1,6102.72,0.10,6102.723,0.010
Ti,1,6102.809,0.004,6102.8080,0.0015
Fe,1,6103.1847,0.0011,6103.1847,0.0008
Fe,1,6103.2935,0.0011,6103.2931,0.0005
Th,2,6103.6417,0.0004,6103.64137,0.00012
Cr,1,6104.20,0.04,6104.2206,0.0015
Th,2,6104.5823,0.0003,6104.58237,0.00012
V,1,6104.653,0.005,6104.6613,0.0015
Fe,1,6105.1310,0.0011,6105.1273,0.0005
Ni,1,,,6105.762,0.010
O,1,6106.27,0.10,6106.265+,0.005
Th,2,6106.613,0.003,6106.61206,0.00008
Pr,2,6106.72,0.10,6106.73+,0.05
V,1,6106.974,0.003,6106.9726,0.0008
Fe,1,6107.329,0.007,6107.3233,0.0005
Ni,1,6108.12,0.10,6108.116,0.010
Th,2,6108.411,0.005,6108.4079,0.0004
Ce,2,6108.74,0.10,6108.747+,0.005
Th,2,6108.922,0.005,6108.91856,0.00012
V,1,6110.209,0.005,6110.2218,0.0019
Sm,2,6110.66,0.10,,
Ba,1,6110.783,0.010,6110.783+,0.005
Ni,1,,,6111.070,0.010
Cd,1,6111.495,0.010,6111.495,0.019
V,1,6111.651,0.002,6111.6506,0.0009
Th,2,6112.83760,0.00011,6112.83752,0.00006
V,1,6113.0248,,6113.0248,0.0011
Th,2,6113.9635,0.0022,6113.96331,0.00009
Pr,2,6114.38,0.10,6114.38+,0.05
Cs,1,6116.52,0.02,6116.4877,0.0004
Ru,1,6116.77,0.10,6116.81+,0.05
V,1,6119.528,0.002,6119.5275,0.0006
Ni,1,,,6119.757,0.010
Fe,1,6120.2490,0.0011,6120.2457,0.0005
Th,2,6120.55662,0.00022,6120.55648,0.00009
Zr,1,6120.83,0.10,,
Ti,1,6120.999,0.004,6121.0019,0.0015
Zr,1,6121.91,0.10,,
Cr,1,6122.17,0.04,6122.1160,0.0023
Ca,1,6122.22,0.10,6122.217,0.010
Th,2,6122.337,0.005,6122.32999,0.00015
Cr,1,6122.49,0.04,6122.4369,0.0023
Th,2,6122.7477,0.0022,6122.75354,0.00023
Th,2,6124.675,0.005,6124.6682,0.0003
Zr,1,6124.84,0.10,,
Si,1,6125.021,0.010,,
Th,2,6125.7396,0.0005,6125.73904,0.00010
La,2,6126.09,0.10,6126.07+,0.05
Ti,1,6126.214,0.005,6126.2161,0.0015
Zr,1,6127.44,0.10,,
Cu,1,6127.73,0.14,6127.958,0.225
Fe,1,6127.9062,0.0011,6127.9059,0.0008
V,1,6128.332,0.010,6128.3213,0.0011
V,1,6128.589,0.005,6128.5749,0.0019
Ni,1,,,6128.973,0.010
Ba,1,6129.233,0.010,6129.233+,0.005
La,2,6129.56,0.10,6129.56+,0.05
Ni,1,,,6130.135,0.010
Mo,1,6130.618,0.010,6130.618+,0.005
Si,1,6131.574,0.010,,
Si,1,6131.850,0.010,,
Th,2,6131.9636,0.0008,6131.96451,0.00015
Ce,2,6132.00,0.10,6132.008+,0.005
Th,2,6132.219,0.003,6132.21929,0.00012
Ti,1,6132.781,0.005,6132.783,0.003
Nd,2,6133.47,0.10,6133.452+,0.005
Nd,2,6133.58,0.10,6133.584+,0.005
Ni,1,,,6133.963,0.010
Zr,1,6134.55,0.10,,
Th,2,6134.794,0.005,6134.79811,0.00015
Y,1,6135.000,0.010,6134.9994,0.0005
V,1,6135.068,0.002,6135.0683,0.0008
Th,2,6135.151,0.003,6135.1353,0.0005
V,1,6135.365,0.002,6135.3650,0.0008
Cr,1,6135.76,0.04,6135.724,0.007
Fe,1,6135.790,0.003,6135.7864,0.0005
Fe,1,6136.6149,0.0011,6136.6146,0.0005
Fe,1,6136.9943,0.0011,6136.9936,0.0005
Fe,1,6137.286,0.006,6137.2814,0.0008
Fe,1,6137.498,0.003,6137.4980,0.0005
Fe,1,6137.6913,0.0011,6137.6910,0.0005
Cr,1,6138.24,0.04,6138.236,0.015
Ti,1,6138.415,0.005,6138.4161,0.0019
Y,1,6138.4352,0.0010,6138.4349,0.0005
Th,2,6138.526,0.005,6138.51747,0.00023
Th,2,6138.6465,0.0004,6138.64643,0.00012
Fe,1,6139.867,0.006,6139.8603,0.0005
Zr,1,6140.46,0.10,,
O,1,,,6140.582,0.010
Pr,2,6141.51,0.10,6141.54+,0.05
Cr,1,6141.71,0.04,6141.692,0.004
Fe,1,6141.7316,0.0011,6141.7305,0.0005
Si,1,6142.487,0.010,,
Zr,1,6143.20,0.10,,
Ce,2,6143.36,0.10,6143.376+,0.005
Th,2,6144.565,0.003,6144.5621,0.0009
Si,1,6145.015,0.010,,
Th,2,6145.2833,0.0005,6145.28281,0.00008
Ti,1,6145.633,0.005,6145.6378,0.0015
Ti,1,6146.207,0.005,6146.2068,0.0015
Th,2,6146.272,0.005,6146.27019,0.00023
La,2,6146.53,0.10,6146.52+,0.05
Th,2,6147.454,0.005,6147.46681,0.00019
Ti,1,6147.758,0.005,6147.7606,0.0015
Fe,1,6147.8343,0.0011,6147.8340,0.0005
Pr,2,6148.24,0.10,6148.24+,0.05
Th,2,6148.788,0.003,6148.7786,0.0007
Ti,1,6149.170,0.005,6149.1711,0.0019
Sn,1,6149.6035,0.0023,6149.6038,0.0014
Ti,1,6149.725,0.005,6149.7245,0.0015
V,1,6150.153,0.002,6150.1524,0.0015
Cs,1,6150.38,0.02,6150.3846,0.0004
Ti,1,6150.634,0.005,6150.6352,0.0019
V,1,6151.494,0.005,6151.5080,0.0015
Fe,1,6151.6177,0.0011,6151.6170,0.0005
Cr,1,6152.080,0.013,6152.0796,0.0015
V,1,6152.37,0.05,6152.4442,0.0015
Yb,2,6152.57,0.10,,
Cr,1,6152.71,0.06,6152.6549,0.0003
Cr,1,6152.71,0.06,6152.6820,0.0023
Cs,1,6153.2381,0.0005,6153.22982,0.00010
Th,2,6154.119,0.005,6154.1342,0.0003
Na,1,6154.2253,0.0005,6154.2255,0.0008
Sn,1,6154.4455,0.0015,6154.4463,0.0017
Cr,1,6154.453,0.004,6154.4432,0.0015
Si,1,6155.134,0.010,,
Zr,1,6155.61,0.10,,
O,1,,,6155.961,0.010
O,1,6155.98,0.10,6155.971,0.010
O,1,,,6155.989,0.010
Ca,1,,,6156.023,0.010
O,1,,,6156.737,0.010
O,1,,,6156.755,0.010
O,1,6156.77,0.10,6156.778,0.010
Ti,1,6157.343,0.005,6157.3487,0.0015
Zr,1,6157.71,0.10,,
Fe,1,6157.7280,0.0011,6157.7276,0.0005
V,1,6157.76,0.02,6157.7879,0.0007
Pr,2,6157.82,0.10,6157.81+,0.05
Nd,2,6157.83,0.10,6157.822+,0.005
O,1,,,6158.149,0.010
O,1,,,6158.172,0.010
O,1,6158.18,0.10,6158.187,0.010
Sr,1,6158.951,0.005,6158.943,0.003
Ti,1,6158.961,0.005,6158.9609,0.0015
Th,2,6159.060,0.003,6159.0499,0.0003
Pr,2,6159.10,0.10,6159.13+,0.05
Fe,1,6159.377,0.003,6159.3730,0.0005
Cr,1,6159.424,0.013,6159.4284,0.0003
Th,2,6159.840,0.005,6159.84137,0.00023
Lu,2,6159.94,0.10,,
Zr,1,6160.20,0.10,,
Na,1,6160.7470,0.0005,6160.7471,0.0008
Pr,2,6161.18,0.10,6161.18+,0.05
Ca,1,6161.29,0.10,6161.297,0.010
Ca,1,6162.17,0.10,6162.173,0.010
Th,2,6163.249,0.005,6163.25208,0.00016
Fe,1,6163.5441,0.0011,6163.5434,0.0005
Ca,1,6163.76,0.10,6163.755,0.010
Fe,1,6165.3599,0.0011,6165.3595,0.0005
Cu,1,6165.7,0.5,6165.782,0.095
Pr,2,6165.94,0.10,6165.89+,0.05
Ca,1,6166.44,0.10,6166.439,0.010
Nd,2,6166.67,0.10,6166.651+,0.005
Th,2,6167.059,0.005,6167.0624,0.0005
Cr,1,6168.21,0.08,6168.223,0.019
Th,2,6168.580,0.005,6168.5913,0.0003
Ca,1,6169.06,0.10,6169.042,0.010
Ca,1,6169.56,0.10,6169.563,0.010
Fe,1,6169.597,0.003,6169.5974,0.0005
Er,2,6170.06,0.10,,
V,1,6170.357,0.002,6170.3571,0.0011
Nd,2,6170.486,0.010,6170.480+,0.005
Fe,1,6170.5067,0.0011,6170.5056,0.0005
Th,2,6170.871,0.003,6170.8641,0.0006
Cr,1,6171.56,0.04,6171.531,0.004
Sn,1,6171.5980,0.0019,6171.5977,0.0017
Cr,1,6172.040,0.003,6172.0393,0.0011
Th,2,6172.044,0.005,6172.05271,0.00010
La,2,6172.73,0.10,6172.72+,0.05
S,1,6172.77,0.10,6172.77,0.10
Eu,2,6173.05,0.10,,
Fe,1,6173.3352,0.0011,6173.3340,0.0005
S,1,6173.61,0.10,6173.61,0.10
S,1,,,6173.69+,0.04
S,1,,,6174.15+,0.04
Ti,1,6174.751,0.005,6174.7513,0.0015
S,1,6174.97,0.10,6174.99,0.10
Ni,1,,,6175.367,0.010
V,1,6175.577,0.004,6175.5794,0.0003
S,1,6175.82,0.10,6175.82,0.10
Ni,1,6176.81,0.10,6176.811,0.010
Th,2,6177.072,0.003,6177.0765,0.0011
Ni,1,,,6177.242,0.010
V,1,6177.4359,,6177.4359,0.0015
Th,2,6178.549,0.005,6178.55181,0.00023
Th,2,6178.885,0.005,6178.8872,0.0003
V,1,6178.91,,6178.9097,0.0007
Th,2,6179.8488,0.0006,6179.84902,0.00012
Th,2,6180.043,0.004,6180.05711,0.00012
Fe,1,6180.2038,0.0011,6180.2019,0.0005
Gd,2,6180.42,0.10,,
Tm,2,6181.41,0.10,,
V,1,6181.864,0.003,6181.8624,0.0006
Pr,2,6182.34,0.10,6182.34+,0.05
Er,2,6183.21,0.10,,
Nd,2,6183.907,0.010,6183.897+,0.005
Th,2,6184.390,0.005,6184.38809,0.00019
Th,2,6184.469,0.005,6184.46801,0.00016
Th,2,6184.7368,0.0004,6184.73638,0.00009
Fe,1,6185.697,0.003,6185.6970,0.0016
Ti,1,6186.138,0.005,6186.1406,0.0019
Ni,1,,,6186.711,0.010
Cr,1,6187.137,0.004,6187.136,0.004
Cs,1,6187.5442,0.0005,6187.53739,0.00011
Fe,1,6187.9900,0.0011,6187.9889,0.0005
Th,2,6188.0531,0.0007,6188.0514,0.0005
La,2,6188.09,0.10,6188.08+,0.05
V,1,6189.354,0.002,6189.3539,0.0011
Zr,1,6189.40,0.10,,
Th,2,6189.417,0.005,6189.41779,0.00016
V,1,6190.505,0.003,6190.5064,0.0009
Ni,1,6191.18,0.10,,
Fe,1,6191.558,0.008,6191.5572,0.0005
Fe,1,6191.558,0.008,6191.5657,0.0005
Y,1,6191.720,0.010,6191.718,0.004
Zr,1,6192.96,0.10,,
Ti,1,6193.390,0.005,6193.3923,0.0015
Cs,1,6193.6689,0.0005,6193.6649,0.0004
Th,2,6193.8563,0.0003,6193.85659,0.00007
Th,2,6193.978,0.005,6193.9853,0.0003
Ti,1,6194.050,0.005,6194.0500,0.0015
Th,2,6194.315,0.005,6194.31658,0.00012
Dy,2,6196.23,0.10,,
Th,2,6196.3965,0.0005,6196.39660,0.00012
Pr,2,6197.45,0.10,6197.45+,0.05
Mo,1,6197.652,0.010,6197.651+,0.005
Ni,1,,,6198.625,0.010
Th,2,6199.0623,0.0023,6199.05937,0.00019
V,1,6199.191,0.002,6199.1910,0.0015
Ru,1,6199.42,0.10,6199.43+,0.05
Lu,2,6199.66,0.10,,
Fe,1,6200.3125,0.0012,6200.3122,0.0005
Ti,1,6200.317,0.005,6200.318,0.003
Th,2,6200.4326,0.0004,6200.43266,0.00008
Th,2,6200.551,0.005,6200.55250,0.00016
V,1,6200.64,0.03,6200.636,0.003
V,1,6200.64,0.03,6200.6691,0.0012
Ti,1,6200.747,0.005,6200.750,0.003
Pr,2,6200.81,0.10,6200.82+,0.05
Ti,1,6201.239,0.010,6201.245,0.003
Sn,1,6203.509,0.003,6203.5075,0.0019
La,2,6203.51,0.10,6203.50+,0.05
Sr,1,6203.901,0.005,6203.888,0.003
Th,2,6204.1281,0.0007,6204.12772,0.00012
Ni,1,,,6204.604,0.010
Th,2,6204.768,0.003,6204.76897,0.00016
Ti,1,6205.224,0.005,6205.2260,0.0015
Th,2,6205.2561,0.0007,6205.25664,0.00016
Pr,2,6205.63,0.10,6205.63+,0.05
Th,2,6206.820,0.005,6206.82498,0.00023
V,1,6207.293,0.004,6207.2900,0.0015
Th,2,6207.477,0.005,6207.48366,0.00020
Ti,1,6209.291,0.005,6209.2974,0.0019
Th,2,6211.607,0.005,6211.6071,0.0003
Th,2,6211.663,0.005,6211.66419,0.00016
Ti,1,6212.211,0.005,6212.2110,0.0019
Ti,1,6212.739,0.005,6212.7410,0.0023
Zr,1,6213.05,0.10,,
Cs,1,6213.0998,0.0005,6213.10009,0.00020
Fe,1,6213.4299,0.0012,6213.4291,0.0005
Th,2,6213.6547,0.0023,6213.65539,0.00010
V,1,6213.865,0.002,6213.8644,0.0012
Ti,1,6214.494,0.005,6214.4928,0.0023
Zr,1,6214.69,0.10,,
V,1,6214.748,0.004,6214.7509,0.0009
Fe,1,6215.1434,0.0012,6215.1431,0.0005
Ti,1,6215.230,0.005,6215.2331,0.0015
V,1,6216.364,0.002,6216.3643,0.0012
Cs,1,6217.5986,0.0005,6217.59804,0.00020
Mo,1,6217.895,0.010,6217.893+,0.005
V,1,6218.299,0.003,6218.3007,0.0006
Fe,1,6219.2806,0.0012,6219.2802,0.0005
Cr,1,6219.52,0.04,6219.509,0.019
V,1,6219.853,0.003,6219.8536,0.0007
Ti,1,6220.472,0.005,6220.4748,0.0015
Fe,1,6220.783,0.006,6220.7794,0.0005
Cu,1,6221.11,0.14,6221.19,0.12
V,1,6221.218,0.003,6221.2200,0.0006
Ti,1,6221.296,0.005,6221.2966,0.0015
Ti,1,6221.430,0.005,6221.433,0.003
Th,2,6221.5787,0.0008,6221.5786,0.0003
Lu,2,6221.87,0.10,6221.89+,0.05
Y,1,6222.578,0.010,6222.578,0.004
Th,2,6223.5202,0.0007,6223.51956,0.00016
Cu,1,6223.66,0.06,6223.69,0.04
Cr,1,6223.71,0.04,6223.6641,0.0016
Ni,1,,,6223.984,0.010
V,1,6224.504,0.002,6224.5043,0.0012
Cr,1,6224.91,0.04,6224.8776,0.0009
Ru,1,6225.20,0.10,6225.21+,0.05
Fe,1,6226.250,0.006,6226.2500,0.0005
Th,2,6226.6274,0.0008,6226.62818,0.00009
Fe,1,6226.736,0.006,6226.7339,0.0005
Th,2,6226.935,0.003,6226.93498,0.00009
Lu,2,6228.14,0.10,,
Fe,1,6229.228,0.003,6229.2256,0.0005
Ni,1,,,6230.089,0.010
V,1,6230.454,0.003,6230.4531,0.0008
Fe,1,6230.7226,0.0012,6230.7219,0.0005
V,1,6230.798,0.002,6230.7980,0.0012
Th,2,6231.1227,0.0007,6231.12312,0.00009
Fe,1,,,6231.2605,0.0005
Cs,1,6231.3490,0.0005,6231.34537,0.00011
Th,2,6231.3808,0.0006,6231.38137,0.00012
Ce,2,6232.45,0.10,6232.448+,0.005
Fe,1,6232.6408,0.0012,6232.6400,0.0005
Th,2,6232.9745,0.0004,6232.97457,0.00012
V,1,6233.017,0.003,6233.0185,0.0006
V,1,6233.195,0.002,6233.1953,0.0016
Cu,1,6233.79,0.14,6233.82,0.05
Th,2,6234.297,0.003,6234.29878,0.00020
Th,2,6235.355,0.003,6235.35324,0.00008
Lu,2,6235.36,0.10,,
Th,2,6235.793,0.005,6235.80018,0.00016
V,1,6236.260,0.003,6236.2574,0.0012
Si,1,6237.320,0.010,,
Zn,1,6237.896,0.003,6237.8967,0.0012
Th,2,6238.244,0.005,6238.25183,0.00020
V,1,6238.248,0.003,6238.2455,0.0012
Si,1,6238.287,0.010,,
Nd,2,6238.499,0.010,6238.500+,0.006
Th,2,6238.970,0.005,6238.97671,0.00012
Th,2,6239.0818,0.0023,6239.08304,0.00016
Zn,1,6239.169,0.003,6239.1690,0.0012
Th,2,6239.543,0.005,6239.5446,0.0005
V,1,6240.139,0.002,6240.1387,0.0012
Fe,1,6240.310,0.006,6240.3097,0.0009
Fe,1,6240.6458,0.0012,6240.6459,0.0005
Ti,1,6240.964,0.005,6240.967,0.004
Th,2,6241.4162,0.0007,6241.41909,0.00009
Th,2,6241.694,0.005,6241.69220,0.00016
Lu,2,6242.34,0.10,,
V,1,6242.821,0.002,6242.8216,0.0016
Th,2,6243.103,0.005,6243.11811,0.00016
V,1,6243.107,0.002,6243.1073,0.0012
V,1,6243.556,0.002,6243.5522,0.0007
Si,1,6243.813,0.010,,
Pr,2,6244.35,0.10,6244.36+,0.06
Si,1,6244.468,0.010,,
Th,2,6245.0409,0.0005,6245.04076,0.00009
V,1,6245.218,0.003,6245.2185,0.0016
Th,2,6245.6183,0.0005,6245.61857,0.00010
Fe,1,6246.3184,0.0012,6246.3177,0.0006
Sm,2,6246.76,0.10,,
Th,2,6246.9297,0.0007,6246.92954,0.00010
Yb,2,6246.97,0.10,,
V,1,6247.54,0.04,6247.6004,0.0020
Th,2,6248.1188,0.0007,6248.12009,0.00012
Cr,1,6249.92,0.04,6249.8771,0.0023
Cs,1,6250.2149,0.0005,6250.2126,0.0004
V,1,6250.771,0.004,6250.7735,0.0012
Y,1,6251.05,0.10,,
V,1,6251.822,0.002,6251.8231,0.0012
Fe,1,6252.5550,0.0012,6252.5546,0.0006
Cr,1,6253.184,0.013,6253.1858,0.0012
Cu,1,6253.37,0.14,6253.38,0.04
Fe,1,6253.831,0.008,6253.8282,0.0006
Si,1,6254.188,0.010,,
Fe,1,6254.2581,0.0012,6254.2574,0.0006
Pr,2,6255.10,0.10,6255.10+,0.06
Th,2,6256.107,0.004,6256.10979,0.00016
Ni,1,6256.36,0.10,6256.355,0.010
Fe,1,6256.3611,0.0012,6256.3608,0.0006
Sm,2,6256.66,0.10,,
Th,2,6256.751,0.003,6256.7508,0.0003
O,1,6256.83,0.10,6256.833+,0.006
V,1,6256.900,0.002,6256.9003,0.0012
Th,2,6256.9289,0.0016,6256.92807,0.00012
Zr,1,6257.26,0.10,,
Ti,1,6257.802,0.005,6257.8027,0.0012
Ti,1,6258.099,0.005,6258.1016,0.0016
V,1,6258.571,0.002,6258.5710,0.0016
Th,2,6258.6068,0.0004,6258.60671,0.00009
Ti,1,6258.705,0.005,6258.7069,0.0016
Nd,2,6258.73,0.10,6258.716+,0.006
Th,2,6261.06436,0.00012,6261.06414,0.00007
Ti,1,6261.096,0.005,6261.0988,0.0016
V,1,6261.232,0.002,6261.2313,0.0016
Cr,1,6261.288,0.004,6261.2896,0.0016
O,1,6261.55,0.10,6261.547+,0.006
La,2,6262.30,0.10,6262.29+,0.06
Pr,2,6262.55,0.10,6262.55+,0.06
Th,2,6262.805,0.005,6262.80123,0.00010
Mo,1,6264.27,0.10,6264.356+,0.006
Th,2,6264.314,0.003,6264.3223,0.0005
Pr,2,6264.54,0.10,6264.54+,0.06
Ti,1,6264.808,0.005,6264.8097,0.0016
Fe,1,6265.1335,0.0012,6265.1320,0.0006
Mo,1,6265.865,0.010,6265.864+,0.006
Ti,1,6266.009,0.005,6266.0100,0.0016
Th,2,6266.1737,0.0004,6266.17360,0.00012
V,1,6266.319,0.003,6266.3195,0.0012
Zr,1,6267.06,0.10,,
Sm,2,6267.28,0.10,,
V,1,6268.178,0.003,6268.1815,0.0020
V,1,6268.272,0.003,6268.2695,0.0020
Cu,1,6268.30,0.14,6268.33,0.06
Ag,1,6268.50,0.10,6268.4723,0.0020
Ti,1,6268.522,0.005,6268.5250,0.0016
Fe,1,6270.2246,0.0012,6270.2231,0.0006
Fe,1,6271.278,0.003,6271.2776,0.0006
V,1,6271.562,0.003,6271.564,0.005
Ni,1,,,6271.768,0.010
Sr,1,6272.042,0.007,6272.041,0.003
Ce,2,6272.05,0.10,6272.026+,0.006
Ni,1,,,6272.628,0.010
Ti,1,6273.386,0.005,6273.3876,0.0016
V,1,6273.686,0.003,6273.6936,0.0016
La,2,6273.76,0.10,6273.76+,0.06
Th,2,6274.11664,0.00008,6274.11667,0.00007
V,1,6274.652,0.002,6274.6524,0.0016
Pr,2,6274.66,0.10,6274.66+,0.06
Yb,2,6274.78,0.10,,
Pr,2,6274.81,0.10,6274.81+,0.06
Th,2,6275.206,0.004,6275.2125,0.0004
Th,2,6277.2385,0.0004,6277.23852,0.00009
Nd,2,6277.29,0.10,6277.367+,0.006
Nd,2,6277.29,0.10,6277.273+,0.006
Ti,1,6277.492,0.005,6277.4963,0.0020
Pr,2,6278.68,0.10,6278.68+,0.06
Th,2,6279.1666,0.0003,6279.16682,0.00010
U,2,6280.18,0.10,,
Fe,1,6280.6178,0.0012,6280.6167,0.0006
Fe,1,6280.774,0.006,6280.7694,0.0009
V,1,6280.976,0.003,6280.9848,0.0005
Pr,2,6281.28,0.10,6281.28+,0.06
V,1,6282.32,0.04,6282.3296,0.0008
Ru,1,6284.49,0.10,6284.50+,0.06
V,1,6285.160,0.002,6285.1603,0.0012
Th,2,6285.2780,0.0003,6285.27805,0.00009
Cr,1,6286.87,0.04,6286.8321,0.0024
V,1,6286.896,0.003,6286.8986,0.0016
V,1,6287.463,0.003,6287.463,0.003
Cs,1,6288.5927,0.0005,6288.58827,0.00011
Th,2,6289.4882,0.0005,6289.48795,0.00016
Gd,2,6289.73,0.10,,
Mo,1,6290.724,0.010,6290.723+,0.006
Mo,1,6290.788,0.010,6290.789+,0.006
Fe,1,6290.9652,0.0012,6290.9648,0.0006
Fe,1,6291.070,0.006,6291.0658,0.0006
Sm,2,6291.82,0.10,,
V,1,6291.889,0.002,6291.8901,0.0016
V,1,6292.218,0.004,6292.2196,0.0005
V,1,6292.824,0.002,6292.8244,0.0012
Nd,2,6292.84,0.10,6292.816+,0.006
Nd,2,6292.84,0.10,6292.817+,0.006
Ti,1,6293.001,0.005,6293.0042,0.0016
